Gene name (systematic),L (in codon),alpha_phys,rho_phys (E)
YLR329W,265,0.11218,0.02045
YLR330W,672,0.06379,0.01021
YLR331C,126,0.23399,0.04323
YLR332W,377,0.09516,0.01640
YLR333C,109,0.18792,0.01955
YLR334C,127,0.17067,0.02811
YLR335W,721,0.08051,0.01254
YLR336C,900,0.02651,0.00447
YLR338W,286,0.09733,0.01888
YLR339C,184,0.16714,0.02729
YLR340W,313,0.25824,0.01898
YLR341W,478,0.22517,0.02728
YLR342W,1877,0.05028,0.00673
YLR343W,556,0.05934,0.01018
YLR344W,128,0.23847,0.02041
YLR345W,510,0.05464,0.00945
YLR346C,102,0.50369,0.04790
YLR347C,862,0.08336,0.01242
YLR348C,299,0.05815,0.00961
YLR349W,169,0.10758,0.01775
YLR350W,217,0.21682,0.04218
YLR351C,292,0.06026,0.00961
YLR352W,808,0.03943,0.00674
YLR353W,604,0.02714,0.00489
YLR354C,336,0.20089,0.01816
YLR355C,396,0.27356,0.02146
YLR356W,198,0.12526,0.01859
YLR357W,890,0.01728,0.00290
YLR358C,188,0.19799,0.03271
YLR359W,483,0.24039,0.02330
YLR360W,440,0.08355,0.01324
YLR361C,579,0.04657,0.00780
YLR362W,718,0.04951,0.00795
YLR363C,219,0.10792,0.01376
YLR365W,111,0.16251,0.03053
YLR366W,102,0.17053,0.02574
YLR367W,131,0.28808,0.02443
YLR368W,599,0.03242,0.00555
YLR369W,658,0.12721,0.01700
YLR370C,179,0.15619,0.01997
YLR371W,1357,0.02066,0.00350
YLR372W,346,0.16346,0.01799
YLR373C,902,0.04222,0.00686
YLR374C,130,0.09278,0.01553
YLR375W,344,0.03065,0.00587
YLR376C,243,0.06409,0.01129
YLR377C,349,0.22006,0.03058
YLR378C,481,0.12556,0.01851
YLR379W,125,0.42001,0.05697
YLR380W,409,0.14366,0.01931
YLR381W,734,0.02907,0.00516
YLR382C,895,0.04083,0.00645
YLR383W,1115,0.03053,0.00508
YLR384C,1350,0.06601,0.00983
YLR385C,133,0.30458,0.04034
YLR386W,881,0.01772,0.00319
YLR387C,433,0.09704,0.01571
YLR389C,1028,0.06233,0.00933
YLR390W,113,0.34708,0.04925
YLR392C,519,0.06013,0.01008
YLR393W,280,0.06550,0.01130
YLR394W,483,0.04235,0.00834
YLR395C,79,0.39791,0.03304
YLR396C,692,0.04575,0.00851
YLR397C,781,0.06590,0.01132
YLR398C,1288,0.08564,0.01208
YLR399C,687,0.05253,0.00859
YLR400W,158,0.17653,0.03170
YLR401C,669,0.09349,0.01411
YLR402W,172,0.20154,0.02898
YLR403W,684,0.05039,0.00792
YLR404W,286,0.08515,0.01503
YLR405W,368,0.08700,0.01453
YLR407W,230,0.09212,0.01597
YLR408C,123,0.13515,0.02135
YLR409C,940,0.06962,0.01058
YLR410W,1147,0.06146,0.00992
YLR411W,242,0.11123,0.01674
YLR412W,275,0.07888,0.01313
YLR413W,676,0.10800,0.01411
YLR414C,264,0.14757,0.02422
YLR415C,113,0.13251,0.02326
YLR416C,133,0.11825,0.01975
YLR417W,567,0.05028,0.00920
YLR418C,394,0.13206,0.02007
YLR419W,1436,0.01960,0.00315
YLR420W,365,0.11545,0.01655
YLR421C,157,0.11250,0.01612
YLR422W,1933,0.01448,0.00257
YLR423C,418,0.15054,0.02329
YLR424W,709,0.04113,0.00694
YLR425W,1308,0.02249,0.00392
YLR426W,327,0.05094,0.01004
YLR427W,671,0.04080,0.00691
YLR428C,115,0.44547,0.04756
YLR429W,652,0.08544,0.01238
YLR430W,2232,0.01090,0.00177
YLR431C,454,0.08155,0.01460
YLR432W,524,0.13502,0.01483
YLR433C,554,0.07851,0.01114
YLR434C,128,0.15900,0.02053
YLR435W,206,0.09907,0.01373
YLR436C,1275,0.02090,0.00377
YLR437C,134,0.07641,0.01776
YLR438W,425,0.20146,0.02435
YLR439W,320,0.09435,0.01544
YLR440C,710,0.05839,0.00973
YLR441C,256,0.14097,0.01179
YLR442C,979,0.02970,0.00505
YLR443W,449,0.03585,0.00671
YLR445W,189,0.25759,0.02828
YLR446W,434,0.03889,0.00656
YLR447C,346,0.11441,0.01552
YLR448W,177,0.15022,0.01288
YLR449W,393,0.16890,0.01766
YLR450W,1046,0.07273,0.01019
YLR451W,887,0.03740,0.00628
YLR452C,699,0.05813,0.00905
YLR453C,396,0.05397,0.00926
YLR454W,2629,0.04286,0.00698
YLR455W,305,0.04830,0.00750
YLR456W,205,0.16079,0.02139
YLR457C,320,0.27039,0.03572
YLR459W,395,0.08934,0.01418
YLR460C,377,0.03799,0.00592
YLR461W,121,0.23633,0.01953
YLR462W,203,0.05320,0.00994
YLR463C,184,0.05615,0.01112
YLR465C,103,0.10503,0.02037
YLR466W,1383,0.00737,0.00146
YML001W,209,0.10167,0.01419
YML002W,738,0.01579,0.00274
YML004C,327,0.13023,0.01809
YML005W,463,0.06893,0.01136
YML006C,775,0.04198,0.00677
YML007W,651,0.06267,0.00926
YML008C,384,0.19677,0.02161
YML010W,1064,0.09528,0.01201
YML011C,178,0.09103,0.01522
YML012W,212,0.17202,0.01988
YML013W,585,0.09406,0.01539
YML014W,280,0.04112,0.00721
YML015C,347,0.06443,0.01053
YML016C,693,0.05715,0.00893
YML018C,394,0.07383,0.01267
YML019W,333,0.05020,0.00855
YML020W,665,0.03117,0.00516
YML021C,360,0.07428,0.01231
YML022W,188,0.15327,0.01970
YML023C,557,0.03197,0.00599
YML024W,137,0.16927,0.01473
YML025C,287,0.10601,0.01594
YML026C,147,0.16861,0.01373
YML027W,386,0.07600,0.01310
YML028W,197,0.28916,0.02553
YML029W,839,0.07239,0.01148
YML030W,160,0.60242,0.06602
YML031W,656,0.14026,0.01907
YML032C,472,0.04347,0.00736
YML034W,835,0.03833,0.00656
YML035C,811,0.07518,0.00994
YML036W,182,0.23137,0.03647
YML037C,341,0.08119,0.01253
YML038C,443,0.05657,0.01061
YML041C,281,0.07602,0.01340
YML042W,671,0.13946,0.01680
YML043C,508,0.02343,0.00397
YML046W,630,0.05421,0.00974
YML047C,353,0.22314,0.03140
YML048W,404,0.12632,0.01679
YML049C,1362,0.02456,0.00422
YML050W,312,0.11685,0.01783
YML051W,436,0.04187,0.00656
YML052W,303,0.12548,0.01958
YML053C,213,0.07648,0.01095
YML054C,592,0.03773,0.00542
YML055W,179,0.13384,0.02018
YML056C,525,0.12533,0.01312
YML057W,605,0.07163,0.01199
YML058W,105,0.22728,0.02810
YML059C,1680,0.04688,0.00753
YML060W,377,0.09361,0.01419
YML061C,860,0.03184,0.00557
YML062C,393,0.06360,0.01064
YML063W,256,0.15510,0.01260
YML064C,246,0.04905,0.00946
YML065W,915,0.03228,0.00523
YML066C,370,0.31822,0.04391
YML067C,353,0.14092,0.01997
YML068W,465,0.04706,0.00817
YML069W,553,0.10328,0.01499
YML070W,585,0.17629,0.02014
YML071C,608,0.05834,0.00870
YML072C,1546,0.04854,0.00692
YML073C,177,0.14408,0.01190
YML074C,412,0.17913,0.01851
YML075C,1055,0.07780,0.01088
YML076C,945,0.03221,0.00546
YML077W,160,0.29458,0.03828
YML078W,183,0.21914,0.02033
YML079W,202,0.07232,0.01104
YML080W,424,0.10973,0.01523
YML081W,1252,0.01560,0.00261
YML082W,650,0.06926,0.01191
YML083C,419,0.03185,0.00600
YML085C,448,0.13288,0.01722
YML086C,527,0.12514,0.01760
YML087C,313,0.08616,0.01308
YML088W,669,0.04454,0.00797
YML089C,123,0.27961,0.04640
YML090W,129,0.34475,0.04408
YML091C,1203,0.02697,0.00419
YML092C,251,0.16353,0.02248
YML093W,900,0.05485,0.00774
YML094W,164,0.15940,0.02291
YML095C,211,0.09329,0.01504
YML096W,526,0.04176,0.00737
YML097C,452,0.07414,0.01206
YML099C,881,0.02560,0.00441
YML100W,1099,0.02610,0.00455
YML101C-A,106,0.12156,0.02225
YML102W,469,0.06794,0.01327
YML103C,1656,0.03543,0.00584
YML104C,1128,0.01545,0.00279
YML105C,274,0.10598,0.01556
YML106W,227,0.07881,0.01125
YML107C,335,0.03575,0.00625
YML109W,943,0.02736,0.00485
YML110C,308,0.07314,0.01095
YML111W,921,0.02764,0.00468
YML112W,297,0.09366,0.01546
YML113W,249,0.09275,0.01777
YML114C,511,0.04578,0.00824
YML115C,536,0.14838,0.02094
YML116W-A,101,0.06671,0.01412
YML117W,1135,0.02769,0.00470
YML118W,506,0.05371,0.00905
YML119W,358,0.06801,0.01197
YML120C,514,0.11264,0.01507
YML121W,311,0.08493,0.01436
YML122C,127,0.17618,0.03023
YML123C,588,0.15204,0.01693
YML124C,446,0.10095,0.01368
YML125C,313,0.11262,0.01539
YML126C,492,0.27556,0.01950
YML127W,582,0.08978,0.01566
YML128C,514,0.04989,0.00728
YML129C,71,0.35483,0.04668
YML130C,564,0.12436,0.01643
YML131W,366,0.10762,0.01517
YML132W,380,0.11484,0.01771
YML133C,1375,0.00736,0.00147
YMR001C,706,0.05765,0.00829
YMR002W,157,0.14987,0.02195
YMR003W,199,0.09440,0.01683
YMR004W,512,0.06691,0.01097
YMR005W,389,0.06363,0.01060
YMR006C,707,0.11448,0.01440
YMR007W,127,0.39463,0.04820
YMR008C,665,0.12179,0.01533
YMR009W,180,0.13754,0.02089
YMR010W,406,0.02969,0.00503
YMR011W,542,0.21414,0.02287
YMR012W,1278,0.07428,0.00983
YMR013C,520,0.07670,0.01331
YMR014W,520,0.07065,0.01067
YMR015C,539,0.21886,0.02138
YMR016C,786,0.04207,0.00716
YMR017W,398,0.18481,0.02679
YMR018W,515,0.04436,0.00707
YMR019W,950,0.02647,0.00453
YMR020W,509,0.04424,0.00734
YMR021C,418,0.06773,0.01055
YMR022W,166,0.12508,0.01795
YMR023C,527,0.02616,0.00473
YMR024W,391,0.06402,0.01122
YMR025W,296,0.08260,0.01287
YMR026C,400,0.03597,0.00655
YMR027W,471,0.09561,0.01393
YMR029C,524,0.06818,0.01088
YMR030W,377,0.18194,0.02813
YMR031C,844,0.04097,0.00630
YMR032W,670,0.04298,0.00788
YMR033W,468,0.08373,0.01189
YMR034C,435,0.05336,0.00851
YMR036C,555,0.04639,0.00820
YMR037C,705,0.04598,0.00775
YMR038C,250,0.12841,0.01705
YMR039C,293,0.26316,0.02704
YMR041C,336,0.09841,0.01548
YMR042W,178,0.05864,0.01134
YMR043W,287,0.09238,0.01718
YMR044W,476,0.07772,0.01187
YMR047C,1114,0.05124,0.00843
YMR048W,318,0.09020,0.01439
YMR049C,808,0.06107,0.00864
YMR052W,205,0.08833,0.01595
YMR053C-A,851,0.02790,0.00519
YMR054W,891,0.07565,0.01094
YMR055C,307,0.08991,0.01752
YMR056C,310,0.08262,0.01490
YMR058W,637,0.09216,0.01390
YMR059W,129,0.66133,0.05462
YMR060C,328,0.08259,0.01449
YMR061W,678,0.10884,0.01591
YMR062C,442,0.11615,0.01444
YMR063W,240,0.08353,0.01509
YMR064W,519,0.02578,0.00441
YMR065W,505,0.12863,0.02165
YMR066W,899,0.05384,0.00897
YMR067C,417,0.07832,0.01280
YMR068W,427,0.07854,0.01357
YMR069W,286,0.26036,0.03716
YMR070W,491,0.04546,0.00789
YMR071C,168,0.10840,0.01814
YMR072W,184,0.24051,0.02963
YMR075W,685,0.03997,0.00632
YMR076C,1278,0.02701,0.00443
YMR077C,222,0.06415,0.01041
YMR078C,742,0.03822,0.00630
YMR079W,305,0.13876,0.01684
YMR080C,972,0.04454,0.00663
YMR081C,339,0.19985,0.03283
YMR083W,376,0.12417,0.01410
YMR084W,263,0.11703,0.01832
YMR085W,433,0.05892,0.00955
YMR086W,961,0.03117,0.00560
YMR087W,285,0.07214,0.01319
YMR088C,563,0.05012,0.00881
YMR089C,826,0.06877,0.01002
YMR090W,228,0.10602,0.01481
YMR091C,436,0.07486,0.01124
YMR092C,616,0.11621,0.01651
YMR093W,514,0.11361,0.01589
YMR094W,479,0.04111,0.00709
YMR095C,225,0.08254,0.01342
YMR096W,298,0.07816,0.01119
YMR097C,368,0.06518,0.01064
YMR098C,613,0.04434,0.00743
YMR099C,298,0.14496,0.01797
YMR100W,621,0.04075,0.00672
YMR101C,344,0.27731,0.03139
YMR102C,835,0.04174,0.00697
YMR103C,121,0.17697,0.03354
YMR104C,678,0.04794,0.00797
YMR105C,570,0.07778,0.00946
YMR106C,630,0.05022,0.00897
YMR108W,688,0.12073,0.01478
YMR109W,1220,0.06352,0.00964
YMR110C,533,0.11925,0.01853
YMR111C,463,0.26919,0.03565
YMR113W,428,0.07998,0.01277
YMR114C,369,0.22485,0.02918
YMR115W,502,0.07427,0.01109
YMR116C,320,0.18557,0.01530
YMR117C,214,0.12968,0.01788
YMR118C,197,0.45539,0.06039
YMR119W-A,125,0.04247,0.00801
YMR120C,593,0.10748,0.01303
YMR121C,205,0.13426,0.01444
YMR122C,125,0.35306,0.04736
YMR123W,123,0.17377,0.02683
YMR124W,944,0.03129,0.00516
YMR125W,862,0.09323,0.01306
YMR126C,343,0.03548,0.00589
YMR127C,339,0.04490,0.00821
YMR128W,1268,0.02577,0.00422
YMR129W,1338,0.07378,0.01127
YMR130W,303,0.06126,0.01034
YMR131C,512,0.09680,0.01242
YMR132C,209,0.13105,0.01972
YMR133W,429,0.16531,0.02581
YMR134W,238,0.11989,0.01829
YMR135C,456,0.06982,0.01262
YMR136W,561,0.05762,0.00944
YMR137C,662,0.03787,0.00649
YMR138W,192,0.10622,0.01753
YMR139W,371,0.07022,0.01059
YMR140W,490,0.05447,0.00950
YMR141C,103,0.31772,0.04426
YMR142C,200,0.17703,0.01464
YMR143W,144,0.17645,0.01402
YMR144W,343,0.07457,0.01344
YMR145C,561,0.08732,0.01218
YMR146C,348,0.12809,0.01661
YMR147W,224,0.15133,0.02247
YMR148W,149,0.19491,0.03042
YMR149W,287,0.11773,0.01469
YMR150C,191,0.69719,0.05840
YMR152W,366,0.13813,0.01632
YMR153W,476,0.07727,0.01186
YMR154C,728,0.04278,0.00789
YMR155W,548,0.05271,0.00971
YMR156C,239,0.10587,0.01550
YMR157C,256,0.09441,0.01420
YMR158W-B,107,0.21003,0.03147
YMR159C,151,0.96853,0.07457
YMR160W,817,0.03928,0.00657
YMR161W,225,0.11569,0.01744
YMR162C,1657,0.04479,0.00762
YMR163C,706,0.04034,0.00735
YMR165C,863,0.07930,0.01178
YMR166C,369,0.06399,0.01064
YMR167W,770,0.04427,0.00700
YMR168C,609,0.03968,0.00742
YMR169C,507,0.04877,0.00737
YMR170C,507,0.14462,0.02120
YMR171C,551,0.13671,0.01939
YMR172W,720,0.03329,0.00609
YMR173W-A,395,0.07362,0.01703
YMR175W,80,0.84159,0.06522
YMR177W,511,0.06379,0.00964
YMR178W,275,0.13352,0.01911
YMR179W,759,0.03839,0.00711
YMR180C,321,0.07530,0.01298
YMR181C,155,0.08085,0.01302
YMR182C,212,0.05580,0.00952
YMR183C,296,0.14381,0.01832
YMR184W,199,0.25382,0.03913
YMR185W,982,0.02728,0.00471
YMR186W,706,0.19729,0.01732
YMR187C,432,0.05763,0.01048
YMR188C,238,0.08498,0.01435
YMR189W,1035,0.08655,0.01107
YMR190C,1448,0.01684,0.00278
YMR191W,374,0.04987,0.00863
YMR192W,721,0.04745,0.00786
YMR193W,259,0.06165,0.00924
YMR194W,101,0.26485,0.02091
YMR195W,128,0.26899,0.03944
YMR197C,218,0.37112,0.04853
YMR198W,595,0.03953,0.00675
YMR199W,547,0.06044,0.00955
YMR200W,257,0.10425,0.01535
YMR201C,372,0.08384,0.01369
YMR202W,223,0.12884,0.01490
YMR203W,388,0.15063,0.01806
YMR204C,421,0.16670,0.02543
YMR205C,960,0.12494,0.01230
YMR206W,314,0.05039,0.00944
YMR207C,2124,0.02292,0.00403
YMR208W,444,0.11739,0.01610
YMR209C,458,0.05459,0.00934
YMR210W,450,0.05206,0.00837
YMR211W,476,0.08768,0.01231
YMR212C,783,0.05062,0.00772
YMR213W,591,0.07922,0.01294
YMR214W,378,0.09913,0.01487
YMR215W,525,0.10854,0.01340
YMR216C,743,0.04147,0.00683
YMR217W,526,0.13428,0.01497
YMR218C,1103,0.05174,0.00847
YMR219W,1659,0.00809,0.00137
YMR220W,452,0.08666,0.01312
YMR221C,505,0.07146,0.01184
YMR222C,224,0.11292,0.01874
YMR223W,472,0.05516,0.00899
YMR224C,693,0.04535,0.00770
YMR226C,268,0.12632,0.01735
YMR227C,591,0.07983,0.01271
YMR228W,342,0.09673,0.01552
YMR229C,1730,0.00969,0.00136
YMR230W,106,0.26094,0.02088
YMR231W,1030,0.05362,0.00865
YMR232W,678,0.04367,0.00743
YMR233W,227,0.09046,0.01589
YMR234W,349,0.06852,0.01040
YMR235C,408,0.07903,0.01171
YMR236W,158,0.09190,0.01882
YMR237W,725,0.06943,0.01098
YMR238W,459,0.08920,0.01332
YMR239C,472,0.13630,0.02134
YMR240C,437,0.13112,0.02040
YMR241W,315,0.14702,0.01696
YMR242C,173,0.17852,0.01493
YMR243C,443,0.07916,0.01126
YMR244W,356,0.31073,0.03098
YMR245W,207,0.36471,0.04613
YMR246W,695,0.10878,0.01502
YMR247C,1563,0.01573,0.00281
YMR250W,586,0.06956,0.01028
YMR251W,367,0.18295,0.02993
YMR252C,135,0.20854,0.03372
YMR253C,415,0.07945,0.01305
YMR255W,189,0.27932,0.04141
YMR256C,61,0.87045,0.06237
YMR257C,801,0.01478,0.00266
YMR258C,554,0.04940,0.00851
YMR259C,1421,0.02137,0.00375
YMR260C,154,0.18223,0.02110
YMR261C,1055,0.07994,0.01264
YMR262W,314,0.06380,0.01193
YMR263W,202,0.07239,0.01253
YMR264W,204,1.48978,0.05414
YMR265C,462,0.09946,0.01659
YMR266W,954,0.12085,0.01573
YMR267W,311,0.07595,0.01273
YMR268C,445,0.14914,0.02408
YMR269W,212,0.30979,0.03726
YMR270C,366,0.04879,0.00800
YMR271C,228,0.19085,0.02742
YMR272C,385,0.11381,0.01534
YMR273C,916,0.05518,0.00924
YMR274C,316,0.07639,0.01362
YMR275C,977,0.04539,0.00761
YMR276W,374,0.12704,0.01736
YMR277W,733,0.04896,0.00782
YMR278W,623,0.12285,0.01715
YMR279C,541,0.12273,0.01934
YMR280C,1434,0.03639,0.00632
YMR281W,305,0.10686,0.01640
YMR282C,581,0.04375,0.00768
YMR283C,514,0.05748,0.00944
YMR284W,603,0.05709,0.00907
YMR285C,516,0.09392,0.01374
YMR287C,970,0.02627,0.00451
YMR288W,972,0.04434,0.00752
YMR289W,375,0.07666,0.01243
YMR290C,506,0.12255,0.01613
YMR291W,587,0.06245,0.01009
YMR292W,139,0.09754,0.01452
YMR293C,465,0.08742,0.01452
YMR294W-A,120,0.13143,0.02334
YMR295C,198,0.18355,0.02400
YMR296C,559,0.06372,0.01076
YMR297W,533,0.11652,0.01574
YMR298W,151,0.29093,0.03072
YMR299C,313,0.05359,0.00903
YMR300C,511,0.12438,0.01596
YMR301C,691,0.13354,0.01779
YMR302C,851,0.03965,0.00633
YMR303C,349,0.23169,0.02237
YMR304W,1231,0.05872,0.00947
YMR305C,390,0.14422,0.01693
YMR306W,1786,0.03499,0.00610
YMR308C,1090,0.04884,0.00777
YMR309C,813,0.11925,0.01349
YMR310C,318,0.05522,0.01037
YMR311C,230,0.18394,0.02338
YMR312W,274,0.10122,0.01580
YMR313C,643,0.05730,0.00942
YMR314W,235,0.10160,0.01549
YMR315W,350,0.15207,0.01840
YMR316W,337,0.08339,0.01279
YMR317W,1141,0.01682,0.00304
YMR318C,361,0.15265,0.01784
YMR319C,553,0.16029,0.01980
YMR320W,102,0.27992,0.04492
YMR321C,106,0.62942,0.05585
YMR322C,238,0.48852,0.04591
YMR323W,438,0.12367,0.01784
YMR324C,81,0.36383,0.05504
YMR325W,125,0.34859,0.02661
YMR326C,103,0.30511,0.04537
YNL001W,387,0.09952,0.01497
YNL002C,323,0.12937,0.01731
YNL003C,285,0.09958,0.01700
YNL004W,455,0.09586,0.01499
YNL005C,372,0.06226,0.01090
YNL006W,304,0.07707,0.01268
YNL007C,353,0.16699,0.01870
YNL008C,670,0.07437,0.01224
YNL009W,421,0.06608,0.01043
YNL010W,242,0.18172,0.01938
YNL011C,445,0.05729,0.01018
YNL012W,632,0.03009,0.00522
YNL013C,126,0.13274,0.02864
YNL014W,1045,0.07583,0.01141
YNL015W,76,0.50024,0.04301
YNL016W,454,0.12353,0.01626
YNL017C,113,0.30953,0.04149
YNL018C,613,0.10276,0.01735
YNL019C,285,0.07077,0.01256
YNL020C,639,0.06776,0.01193
YNL021W,707,0.09402,0.01442
YNL022C,491,0.09304,0.01448
YNL023C,966,0.02710,0.00491
YNL024C,247,0.05660,0.00968
YNL025C,324,0.05688,0.00946
YNL026W,485,0.07686,0.01289
YNL027W,679,0.07209,0.01209
YNL028W,106,0.23032,0.03339
YNL029C,523,0.03691,0.00672
YNL030W,104,0.31610,0.02510
YNL031C,137,0.26408,0.02151
YNL032W,282,0.15315,0.02383
YNL033W,285,0.07049,0.01260
YNL034W,613,0.05647,0.01038
YNL035C,390,0.10008,0.01401
YNL036W,222,0.19707,0.02789
YNL037C,361,0.18394,0.02058
YNL038W,230,0.09045,0.01577
YNL039W,595,0.05294,0.00856
YNL040W,457,0.05774,0.00872
YNL041C,840,0.05923,0.00962
YNL042W,397,0.06448,0.01074
YNL043C,107,0.24122,0.02888
YNL044W,177,0.13926,0.01726
YNL045W,672,0.10037,0.01335
YNL046W,173,0.06796,0.01391
YNL047C,657,0.05241,0.00943
YNL048W,549,0.19183,0.02615
YNL049C,877,0.06181,0.00960
YNL050C,271,0.11682,0.01748
YNL052W,154,0.12934,0.02149
YNL053W,490,0.04240,0.00742
YNL054W,1166,0.02669,0.00466
YNL055C,284,0.24796,0.02403
YNL056W,198,0.13117,0.01945
YNL057W,111,0.34839,0.04934
YNL058C,317,0.10175,0.01568
YNL059C,756,0.09113,0.01391
YNL061W,619,0.11297,0.01543
YNL062C,479,0.09339,0.01460
YNL063W,315,0.07827,0.01398
YNL064C,410,0.14438,0.01680
YNL065W,587,0.04826,0.00762
YNL066W,421,0.14779,0.01544
YNL067W-A,49,0.12438,0.02002
YNL068C,863,0.06927,0.01133
YNL069C,199,0.15519,0.01389
YNL071W,483,0.11294,0.01460
YNL072W,308,0.09848,0.01586
YNL073W,577,0.03341,0.00619
YNL074C,453,0.06372,0.01105
YNL075W,291,0.13363,0.01815
YNL076W,585,0.04991,0.00835
YNL077W,529,0.05183,0.00849
YNL078W,408,0.05026,0.00978
YNL079C,200,0.18107,0.02306
YNL080C,367,0.03622,0.00683
YNL082W,874,0.03753,0.00619
YNL083W,546,0.03702,0.00622
YNL084C,350,0.11325,0.01565
YNL085W,831,0.08410,0.01168
YNL086W,103,0.32391,0.05943
YNL087W,1179,0.08140,0.01175
YNL088W,1429,0.02324,0.00363
YNL089C,159,0.07620,0.01269
YNL090W,193,0.06441,0.01046
YNL091W,1241,0.02548,0.00443
YNL092W,401,0.05741,0.01033
YNL093W,221,0.12949,0.01985
YNL094W,588,0.03092,0.00507
YNL095C,643,0.09066,0.01463
YNL096C,191,0.16626,0.01548
YNL097C,331,0.08430,0.01283
YNL098C,323,0.09534,0.01422
YNL099C,239,0.05928,0.00973
YNL100W,235,0.10394,0.01808
YNL101W,714,0.03125,0.00563
YNL102W,1469,0.01942,0.00318
YNL103W,673,0.04858,0.00749
YNL104C,620,0.11318,0.01295
YNL105W,143,0.35614,0.04852
YNL106C,1184,0.02433,0.00417
YNL107W,227,0.13316,0.01791
YNL108C,271,0.12802,0.01859
YNL109W,182,0.17091,0.02723
YNL110C,221,0.19161,0.02425
YNL111C,121,0.24336,0.02261
YNL112W,547,0.17096,0.01699
YNL113W,143,0.12209,0.02185
YNL114C,124,0.22588,0.03461
YNL115C,645,0.11903,0.01830
YNL116W,523,0.06198,0.01055
YNL117W,555,0.14038,0.01897
YNL118C,971,0.08191,0.01282
YNL119W,494,0.07581,0.01073
YNL120C,162,0.18591,0.03041
YNL121C,618,0.16844,0.01775
YNL122C,116,0.27429,0.03569
YNL123W,998,0.07670,0.01088
YNL124W,493,0.06607,0.01140
YNL125C,674,0.04921,0.00839
YNL126W,847,0.03178,0.00563
YNL127W,954,0.02925,0.00503
YNL128W,435,0.04406,0.00768
YNL129W,241,0.11338,0.01694
YNL130C,394,0.11711,0.01550
YNL131W,153,0.14773,0.01902
YNL132W,1057,0.08101,0.01147
YNL133C,174,0.12933,0.01989
YNL134C,377,0.15076,0.02005
YNL135C,115,0.25460,0.02294
YNL136W,426,0.04595,0.00722
YNL137C,487,0.07082,0.01160
YNL138W,527,0.12082,0.01566
YNL139C,1598,0.05839,0.00868
YNL140C,190,0.36501,0.06989
YNL141W,348,0.13435,0.01605
YNL142W,500,0.13802,0.01677
YNL143C,131,0.22049,0.02908
YNL144C,741,0.07444,0.01218
YNL145W,39,0.60337,0.06006
YNL146W,101,0.24040,0.03473
YNL147W,116,0.22536,0.02370
YNL148C,255,0.08550,0.01496
YNL149C,130,0.19019,0.02176
YNL150W,136,0.11860,0.02019
YNL151C,252,0.10043,0.01271
YNL152W,410,0.05822,0.01007
YNL153C,130,0.08970,0.01553
YNL154C,547,0.06961,0.01050
YNL155W,275,0.05656,0.00923
YNL156C,300,0.07316,0.01188
YNL157W,169,0.10315,0.01624
YNL158W,199,0.09546,0.01551
YNL159C,290,0.06419,0.01097
YNL160W,355,0.19943,0.01962
YNL161W,757,0.05623,0.00912
YNL162W-A,73,0.11929,0.01886
YNL163C,1111,0.07791,0.01179
YNL164C,352,0.09646,0.01522
YNL165W,407,0.03705,0.00650
YNL166C,449,0.08316,0.01291
YNL167C,648,0.04576,0.00769
YNL168C,260,0.14391,0.02031
YNL169C,501,0.06633,0.01129
YNL170W,132,0.33679,0.04055
YNL171C,123,0.32794,0.04076
YNL172W,1749,0.01885,0.00349
YNL173C,367,0.10342,0.01483
YNL174W,191,0.19625,0.03219
YNL175C,404,0.12276,0.01483
YNL176C,637,0.04232,0.00823
YNL177C,310,0.06543,0.01153
YNL178W,241,0.23607,0.01905
YNL179C,146,0.14201,0.02252
YNL180C,332,0.04990,0.00849
YNL181W,408,0.12115,0.01617
YNL182C,556,0.08324,0.01330
YNL183C,791,0.04679,0.00749
YNL185C,159,0.09162,0.01414
YNL186W,793,0.03926,0.00624
YNL187W,358,0.03373,0.00651
YNL188W,434,0.07518,0.01318
YNL189W,543,0.13059,0.01607
YNL190W,205,1.31815,0.06502
YNL191W,358,0.09776,0.01465
YNL192W,1132,0.04320,0.00688
YNL193W,559,0.06067,0.00991
YNL194C,302,0.09355,0.01631
YNL195C,262,0.07395,0.01174
YNL196C,299,0.04393,0.00755
YNL197C,662,0.06170,0.01032
YNL198C,101,0.25535,0.03720
YNL199C,535,0.04694,0.00842
YNL200C,247,0.11760,0.01821
YNL201C,859,0.03668,0.00619
YNL202W,293,0.10582,0.01661
YNL203C,204,0.12389,0.02345
YNL204C,301,0.11002,0.01877
YNL205C,141,0.24725,0.03623
YNL206C,456,0.07824,0.01229
YNL207W,426,0.11019,0.01772
YNL208W,200,0.19916,0.02369
YNL209W,614,0.15984,0.01344
YNL210W,271,0.12923,0.01948
YNL211C,87,0.41734,0.05550
YNL212W,783,0.04416,0.00709
YNL213C,215,0.05663,0.00939
YNL214W,200,0.13968,0.01873
YNL215W,321,0.09345,0.01447
YNL216W,828,0.04077,0.00685
YNL217W,327,0.07287,0.01124
YNL218W,588,0.05081,0.00857
YNL219C,556,0.13865,0.01845
YNL220W,434,0.15867,0.01812
YNL221C,876,0.04836,0.00800
YNL222W,207,0.11118,0.01565
YNL223W,495,0.06183,0.01015
YNL224C,768,0.04577,0.00716
YNL225C,582,0.05550,0.00898
YNL226W,137,0.16461,0.02555
YNL227C,591,0.04714,0.00727
YNL228W,259,0.14582,0.02160
YNL229C,355,0.09910,0.01529
